id,id_harga_beras,id_group
3503,74377,311
3504,74381,311
3505,74386,311
3506,74389,311
3507,74395,383
3508,74396,383
3509,74402,383
3510,74404,383
3511,74410,383
3512,74423,383
3513,74426,383
3514,74430,383
3515,74431,383
3516,74432,311
3517,74434,311
3518,74436,311
3519,74438,311
3520,74442,311
3521,74445,311
3522,74449,311
3523,74450,311
3524,74451,311
3525,74455,311
3526,74461,311
3527,74464,311
3528,74470,383
3529,74471,383
3530,74476,383
3531,74478,383
3532,74484,383
3533,74498,383
3534,74502,383
3535,74506,383
3536,74507,383
3537,74508,311
3538,74510,311
3539,74511,311
3540,74512,311
3541,74515,311
3542,74518,311
3543,74519,311
3544,74522,311
3545,74525,311
3546,74526,311
3547,74527,311
3548,74531,311
3549,74535,311
3550,74537,311
3551,74540,311
3552,74546,383
3553,74547,383
3554,74553,383
3555,74555,383
3556,74563,383
3557,74565,383
3558,74574,383
3559,74575,383
3560,74578,383
3561,74582,383
3562,74583,383
3563,74584,311
3564,74586,311
3565,74587,311
3566,74588,311
3567,74591,311
3568,74595,311
3569,74598,311
3570,74602,311
3571,74603,311
3572,74604,311
3573,74612,311
3574,74613,311
3575,74614,311
3576,74623,383
3577,74624,383
3578,74630,383
3579,74638,383
3580,74641,383
3581,74643,383
3582,74650,383
3583,74652,383
3584,74656,383
3585,74660,383
3586,74661,383
3587,74662,311
3588,74664,311
3589,74665,311
3590,74666,311
3591,74669,311
3592,74672,311
3593,74677,311
3594,74678,311
3595,74687,311
3596,74688,311
3597,74689,311
3598,74694,311
3599,74697,383
3600,74698,383
3601,74700,383
3602,74704,383
3603,74708,383
3604,74712,383
3605,74714,383
3606,74721,383
3607,74722,383
3608,74723,383
3609,74726,383
3610,74730,383
3611,74731,383
3612,74732,311
3613,74734,311
3614,74735,311
3615,74736,311
3616,74739,311
3617,74743,311
3618,74746,311
3619,74750,311
3620,74751,311
3621,74759,311
3622,74761,311
3623,74770,383
3624,74771,383
3625,74777,383
3626,74782,383
3627,74785,383
3628,74788,383
3629,74789,383
3630,74794,383
3631,74796,383
3632,74798,383
3633,74802,383
3634,74806,383
3635,74807,383
3636,74808,311
3637,74810,311
3638,74811,311
3639,74812,311
3640,74815,311
3641,74819,311
3642,74822,311
3643,74826,311
3644,74827,311
3645,74828,311
3646,74836,311
3647,74838,311
3648,74846,311
3649,74847,383
3650,74848,383
3651,74850,383
3652,74854,383
3653,74859,383
3654,74862,383
3655,74865,383
3656,74866,383
3657,74867,383
3658,74872,383
3659,74874,383
3660,74876,383
3661,74880,383
3662,74884,383
3663,74885,383
3664,74886,311
3665,74888,311
3666,74889,311
3667,74890,311
3668,74892,311
3669,74896,311
3670,74897,311
3671,74902,311
3672,74903,311
3673,74904,311
3674,74905,311
3675,74911,311
3676,74913,311
3677,74915,311
3678,74924,383
3679,74925,383
3680,74927,383
3681,74930,383
3682,74935,383
3683,74937,383
3684,74938,383
3685,74940,383
3686,74941,383
3687,74942,383
3688,74943,383
3689,74948,383
3690,74950,383
3691,74952,383
3692,74955,383
3693,74956,383
3694,74960,383
3695,74961,383
3696,74962,311
3697,74964,311
3698,74965,311
3699,74966,311
3700,74969,311
3701,74973,311
3702,74974,311
3703,74978,311
3704,74979,311
3705,74980,311
3706,74981,311
3707,74988,311
3708,74990,311
3709,74999,383
3710,75000,383
3711,75002,383
3712,75006,383
3713,75011,383
3714,75012,383
3715,75013,383
3716,75015,383
3717,75016,383
3718,75017,383
3719,75018,383
3720,75023,383
3721,75024,383
3722,75026,383
3723,75030,383
3724,75034,383
3725,75035,383
3726,75036,311
3727,75038,311
3728,75039,311
3729,75040,311
3730,75043,311
3731,75047,311
3732,75048,311
3733,75053,311
3734,75054,311
3735,75055,311
3736,75056,311
3737,75062,311
3738,75064,311
3739,75066,311
3740,75069,311
3741,75076,383
3742,75078,383
3743,75082,383
3744,75087,383
3745,75090,383
3746,75092,383
3747,75093,383
3748,75094,383
3749,75095,383
3750,75100,383
3751,75102,383
3752,75104,383
3753,75105,383
3754,75108,383
3755,75112,383
3756,75113,383
3757,75115,311
3758,75116,311
3759,75117,311
3760,75120,311
3761,75124,311
3762,75125,311
3763,75130,311
3764,75131,311
3765,75132,311
3766,75133,311
3767,75139,311
3768,75141,311
3769,75145,311
3770,75150,383
3771,75152,383
3772,75156,383
3773,75161,383
3774,75163,383
3775,75164,383
3776,75166,383
3777,75167,383
3778,75168,383
3779,75169,383
3780,75174,383
3781,75176,383
3782,75178,383
3783,75180,383
3784,75181,383
3785,75185,383
3786,75186,311
3787,75188,311
3788,75189,311
3789,75190,311
3790,75196,311
3791,75197,311
3792,75201,311
3793,75202,311
3794,75203,311
3795,75204,311
3796,75210,311
3797,75212,311
3798,75214,311
3799,75217,311
3800,75224,383
3801,75226,383
3802,75234,383
3803,75236,383
3804,75238,383
3805,75241,383
3806,75246,383
3807,75248,383
3808,75249,383
3809,75250,383
3810,75251,383
3811,75254,383
3812,75258,383
3813,75259,383
3814,75260,311
3815,75262,311
3816,75263,311
3817,75264,311
3818,75269,311
3819,75272,311
3820,75277,311
3821,75278,311
3822,75279,311
3823,75285,311
3824,75287,311
3825,75289,311
3826,75292,311
3827,75297,311
3828,75299,383
3829,75301,383
3830,75305,383
3831,75306,383
3832,75307,383
3833,75310,383
3834,75312,383
3835,75313,383
3836,75314,383
3837,75317,383
3838,75322,383
3839,75324,383
3840,75326,383
3841,75327,383
3842,75330,383
3843,75334,383
3844,75335,383
3845,75336,311
3846,75338,311
3847,75339,311
3848,75340,311
3849,75343,311
3850,75347,311
3851,75352,311
3852,75353,311
3853,75354,311
3854,75355,311
3855,75361,311
3856,75363,311
3857,75365,311
3858,75368,311
3859,75373,311
3860,75375,383
3861,75377,383
3862,75381,383
3863,75382,383
3864,75385,383
3865,75387,383
3866,75388,383
3867,75390,383
3868,75393,383
3869,75398,383
3870,75400,383
3871,75402,383
3872,75403,383
3873,75406,383
3874,75407,383
3875,75410,383
3876,75411,383
3877,75412,311
3878,75414,311
3879,75415,311
3880,75416,311
3881,75419,311
3882,75430,311
3883,75431,311
3884,75432,311
3885,75438,311
3886,75440,311
3887,75442,311
3888,75445,311
3889,75450,311
3890,75452,383
3891,75454,383
3892,75458,383
3893,75463,383
3894,75466,383
3895,75468,383
3896,75471,383
3897,75476,383
3898,75478,383
3899,75479,383
3900,75480,383
3901,75481,383
3902,75484,383
3903,75488,383
3904,75489,383
3905,75490,311
3906,75492,311
3907,75493,311
3908,75494,311
3909,75496,311
3910,75506,311
3911,75507,311
3912,75508,311
3913,75514,311
3914,75516,311
3915,75520,311
3916,75525,311
3917,75527,383
3918,75529,383
3919,75532,383
3920,75533,383
3921,75537,383
3922,75540,383
3923,75541,383
3924,75544,383
3925,75549,383
3926,75551,383
3927,75553,383
3928,75556,383
3929,75557,383
3930,75560,383
3931,75561,383
3932,75562,311
3933,75564,311
3934,75565,311
3935,75566,311
3936,75569,311
3937,75574,311
3938,75579,311
3939,75580,311
3940,75581,311
3941,75587,311
3942,75589,311
3943,75593,311
3944,75598,311
3945,75600,383
3946,75602,383
3947,75606,383
3948,75607,383
3949,75611,383
3950,75614,383
3951,75615,383
3952,75618,383
3953,75623,383
3954,75625,383
3955,75627,383
3956,75630,383
3957,75631,383
3958,75634,383
3959,75635,383
3960,75636,311
3961,75638,311
3962,75639,311
3963,75640,311
3964,75647,311
3965,75653,311
3966,75654,311
3967,75655,311
3968,75661,311
3969,75663,311
3970,75665,311
3971,75668,311
3972,75670,311
3973,75673,311
3974,75675,383
3975,75677,383
3976,75685,383
3977,75688,383
3978,75690,383
3979,75693,383
3980,75698,383
3981,75700,383
3982,75702,383
3983,75703,383
3984,75706,383
3985,75707,383
3986,75708,383
3987,75710,383
3988,75711,383
3989,75712,311
3990,75714,311
3991,75715,311
3992,75716,311
3993,75719,311
3994,75724,311
3995,75730,311
3996,75731,311
3997,75732,311
3998,75738,311
3999,75740,311
4000,75742,311
4001,75745,311
4002,75747,311
4003,75750,311
4004,75752,383
4005,75754,383
4006,75755,383
4007,75758,383
4008,75759,383
4009,75763,383
4010,75766,383
4011,75768,383
4012,75771,383
4013,75776,383
4014,75778,383
4015,75780,383
4016,75781,383
4017,75784,383
4018,75785,383
4019,75786,383
4020,75788,383
4021,75789,383
4022,75790,311
4023,75792,311
4024,75793,311
4025,75794,311
4026,75797,311
4027,75800,311
4028,75802,311
4029,75806,311
4030,75807,311
4031,75808,311
4032,75809,311
4033,75814,311
4034,75816,311
4035,75820,311
4036,75822,311
4037,75825,311
4038,75827,383
4039,75828,383
4040,75829,383
4041,75833,383
4042,75834,383
4043,75836,383
4044,75838,383
4045,75840,383
4046,75841,383
4047,75842,383
4048,75845,383
4049,75851,383
4050,75853,383
4051,75856,383
4052,75857,383
4053,75858,383
4054,75860,383
4055,75861,383
4056,75862,311
4057,75864,311
4058,75865,311
4059,75866,311
4060,75868,311
4061,75871,311
4062,75878,311
4063,75879,311
4064,75880,311
4065,75881,311
4066,75887,311
4067,75889,311
4068,75891,311
4069,75894,311
4070,75896,311
4071,75899,311
4072,75901,383
4073,75903,383
4074,75906,383
4075,75907,383
4076,75909,383
4077,75911,383
4078,75914,383
4079,75916,383
4080,75919,383
4081,75924,383
4082,75926,383
4083,75928,383
4084,75929,383
4085,75932,383
4086,75933,383
4087,75934,383
4088,75936,383
4089,75937,383
4090,75938,311
4091,75940,311
4092,75941,311
4093,75942,311
4094,75945,311
4095,75948,311
4096,75954,311
4097,75955,311
4098,75956,311
4099,75957,311
4100,75963,311
4101,75965,311
4102,75967,311
4103,75970,311
4104,75972,311
4105,75975,311
4106,75977,383
4107,75978,383
4108,75979,383
4109,75984,383
4110,75985,383
4111,75986,383
4112,75988,383
4113,75990,383
4114,75991,383
4115,75992,383
4116,75995,383
4117,76000,383
4118,76002,383
4119,76004,383
4120,76005,383
4121,76008,383
4122,76009,383
4123,76010,383
4124,76012,383
4125,76013,383
4126,76014,311
4127,76016,311
4128,76017,311
4129,76018,311
4130,76021,311
4131,76024,311
4132,76030,311
4133,76031,311
4134,76032,311
4135,76038,311
4136,76040,311
4137,76042,311
4138,76045,311
4139,76047,311
4140,76049,311
4141,76051,383
4142,76052,383
4143,76053,383
4144,76059,383
4145,76060,383
4146,76062,383
4147,76064,383
4148,76065,383
4149,76066,383
4150,76067,383
4151,76068,383
4152,76073,383
4153,76075,383
4154,76077,383
4155,76078,383
4156,76081,383
4157,76082,383
4158,76083,383
4159,76085,383
4160,76086,311
4161,76087,311
4162,76088,311
4163,76089,311
4164,76091,311
4165,76094,311
4166,76101,311
4167,76102,311
4168,76103,311
4169,76104,311
4170,76110,311
4171,76112,311
4172,76116,311
4173,76118,311
4174,76121,311
4175,76122,383
4176,76124,383
4177,76128,383
4178,76129,383
4179,76130,383
4180,76132,383
4181,76135,383
4182,76137,383
4183,76140,383
4184,76145,383
4185,76147,383
4186,76149,383
4187,76152,383
4188,76153,383
4189,76154,383
4190,76156,383
4191,76157,383
4192,76158,311
4193,76160,311
4194,76162,311
4195,76168,311
4196,76174,311
4197,76175,311
4198,76176,311
4199,76177,311
4200,76183,311
4201,76185,311
4202,76187,311
4203,76190,311
4204,76192,311
4205,76195,311
4206,76196,383
4207,76197,383
4208,76199,383
4209,76204,383
4210,76205,383
4211,76206,383
4212,76207,383
4213,76210,383
4214,76212,383
4215,76215,383
4216,76220,383
4217,76222,383
4218,76224,383
4219,76225,383
4220,76228,383
4221,76229,383
4222,76230,383
4223,76232,383
4224,76233,383
4225,76234,311
4226,76236,311
4227,76238,311
4228,76241,311
4229,76250,311
4230,76251,311
4231,76252,311
4232,76253,311
4233,76259,311
4234,76261,311
4235,76263,311
4236,76266,311
4237,76268,311
4238,76271,311
4239,76272,383
4240,76273,383
4241,76275,383
4242,76279,383
4243,76281,383
4244,76284,383
4245,76287,383
4246,76291,383
4247,76296,383
4248,76298,383
4249,76300,383
4250,76301,383
4251,76304,383
4252,76305,383
4253,76306,383
4254,76308,383
4255,76309,383
4256,76310,311
4257,76312,311
4258,76314,311
4259,76317,311
4260,76327,311
4261,76328,311
4262,76329,311
4263,76335,311
4264,76337,311
4265,76339,311
4266,76344,311
4267,76347,311
4268,76348,383
4269,76349,383
4270,76351,383
4271,76355,383
4272,76357,383
4273,76360,383
4274,76363,383
4275,76367,383
4276,76372,383
4277,76374,383
4278,76376,383
4279,76377,383
4280,76380,383
4281,76382,383
4282,76384,383
4283,76385,383
4284,76386,311
4285,76388,311
4286,76389,311
4287,76390,311
4288,76393,311
4289,76403,311
4290,76404,311
4291,76405,311
4292,76411,311
4293,76413,311
4294,76415,311
4295,76418,311
4296,76420,311
4297,76423,311
4298,76424,383
4299,76425,383
4300,76427,383
4301,76431,383
4302,76436,383
4303,76439,383
4304,76443,383
4305,76448,383
4306,76450,383
4307,76452,383
4308,76453,383
4309,76456,383
4310,76458,383
4311,76460,383
4312,76461,383
4313,76462,311
4314,76464,311
4315,76468,311
4316,76470,311
4317,76478,311
4318,76479,311
4319,76480,311
4320,76486,311
4321,76488,311
4322,76490,311
4323,76495,311
4324,76498,311
4325,76499,383
4326,76500,383
4327,76502,383
4328,76505,383
4329,76507,383
4330,76510,383
4331,76513,383
4332,76517,383
4333,76522,383
4334,76524,383
4335,76526,383
4336,76527,383
4337,76530,383
4338,76532,383
4339,76534,383
4340,76535,383
4341,76536,311
4342,76538,311
4343,76543,311
4344,76553,311
4345,76554,311
4346,76555,311
4347,76560,311
4348,76562,311
4349,76564,311
4350,76568,311
4351,76570,311
4352,76571,383
4353,76574,383
4354,76578,383
4355,76583,383
4356,76586,383
4357,76590,383
4358,76596,383
4359,76598,383
4360,76599,383
4361,76602,383
4362,76603,383
4363,76605,383
4364,76606,311
4365,76608,311
4366,76613,311
4367,76624,311
4368,76625,311
4369,76626,311
4370,76631,311
4371,76632,311
4372,76634,311
4373,76638,311
4374,76640,311
4375,76644,383
4376,76647,383
4377,76651,383
4378,76656,383
4379,76659,383
4380,76664,383
4381,76669,383
4382,76671,383
4383,76673,383
4384,76676,383
4385,76678,383
4386,76680,383
4387,76681,383
4388,76682,311
4389,76684,311
4390,76689,311
4391,76698,311
4392,76699,311
4393,76700,311
4394,76705,311
4395,76706,311
4396,76707,311
4397,76708,311
4398,76710,311
4399,76715,311
4400,76718,311
4401,76719,383
4402,76722,383
4403,76726,383
4404,76731,383
4405,76733,383
4406,76737,383
4407,76742,383
4408,76744,383
4409,76746,383
4410,76747,383
4411,76750,383
4412,76752,383
4413,76755,383
4414,76756,311
4415,76758,311
4416,76762,311
4417,76764,311
4418,76773,311
4419,76775,311
4420,76780,311
4421,76781,311
4422,76782,311
4423,76783,311
4424,76789,311
4425,76793,383
4426,76795,383
4427,76799,383
4428,76804,383
4429,76807,383
4430,76810,383
4431,76811,383
4432,76812,383
4433,76817,383
4434,76819,383
4435,76821,383
4436,76824,383
4437,76826,383
4438,76829,383
4439,76830,311
4440,76832,311
4441,76837,311
4442,76839,311
4443,76847,311
4444,76848,311
4445,76849,311
4446,76854,311
4447,76855,311
4448,76856,311
4449,76857,311
4450,76859,311
4451,76864,311
4452,76868,383
4453,76871,383
4454,76875,383
4455,76880,383
4456,76883,383
4457,76885,383
4458,76887,383
4459,76892,383
4460,76894,383
4461,76896,383
4462,76900,383
4463,76902,383
4464,76905,383
4465,76906,311
4466,76908,311
4467,76912,311
4468,76914,311
4469,76922,311
4470,76923,311
4471,76924,311
4472,76929,311
4473,76930,311
4474,76931,311
4475,76933,311
4476,76938,311
4477,76942,383
4478,76945,383
4479,76948,383
4480,76956,383
4481,76960,383
4482,76966,383
4483,76968,383
4484,76972,383
4485,76977,383
4486,76978,311
4487,76980,311
4488,76984,311
4489,76986,311
4490,76995,311
4491,76996,311
4492,77001,311
4493,77002,311
4494,77003,311
4495,77004,311
4496,77005,311
4497,77006,311
4498,77011,311
4499,77015,383
4500,77018,383
4501,77021,383
4502,77023,383
4503,77026,383
4504,77029,383
4505,77033,383
4506,77038,383
4507,77040,383
4508,77042,383
4509,77046,383
4510,77051,383
4511,77052,311
4512,77054,311
4513,77059,311
4514,77070,311
4515,77071,311
4516,77076,311
4517,77077,311
4518,77078,311
4519,77079,311
4520,77080,311
4521,77081,311
4522,77084,311
4523,77086,311
4524,77090,383
4525,77093,383
4526,77097,383
4527,77102,383
4528,77105,383
4529,77107,383
4530,77109,383
4531,77114,383
4532,77116,383
4533,77118,383
4534,77122,383
4535,77127,383
4536,77128,311
4537,77130,311
4538,77135,311
4539,77137,311
4540,77147,311
4541,77148,311
4542,77153,311
4543,77154,311
4544,77155,311
4545,77156,311
4546,77158,311
4547,77161,311
4548,77163,311
4549,77166,311
4550,77167,383
4551,77170,383
4552,77174,383
4553,77176,383
4554,77179,383
4555,77182,383
4556,77187,383
4557,77192,383
4558,77194,383
4559,77196,383
4560,77200,383
4561,77205,383
4562,77206,311
4563,77208,311
4564,77213,311
4565,77223,311
4566,77224,311
4567,77229,311
4568,77230,311
4569,77231,311
4570,77232,311
4571,77234,311
4572,77237,311
4573,77239,311
4574,77243,383
4575,77246,383
4576,77250,383
4577,77255,383
4578,77257,383
4579,77261,383
4580,77266,383
4581,77268,383
4582,77270,383
4583,77274,383
4584,77279,383
4585,77280,311
4586,77282,311
4587,77287,311
4588,77299,311
4589,77300,311
4590,77305,311
4591,77306,311
4592,77307,311
4593,77308,311
4594,77309,311
4595,77312,311
4596,77314,311
4597,77318,383
4598,77321,383
4599,77325,383
4600,77330,383
4601,77333,383
4602,77338,383
4603,77343,383
4604,77345,383
4605,77347,383
4606,77350,383
4607,77355,383
4608,77356,311
4609,77358,311
4610,77360,311
4611,77363,311
4612,77375,311
4613,77376,311
4614,77381,311
4615,77382,311
4616,77383,311
4617,77384,311
4618,77386,311
4619,77389,311
4620,77394,383
4621,77397,383
4622,77401,383
4623,77406,383
4624,77409,383
4625,77414,383
4626,77419,383
4627,77421,383
4628,77423,383
4629,77427,383
4630,77431,383
4631,77432,311
4632,77434,311
4633,77439,311
4634,77451,311
4635,77456,311
4636,77457,311
4637,77458,311
4638,77459,311
4639,77461,311
4640,77464,311
4641,77466,311
4642,77470,383
4643,77473,383
4644,77477,383
4645,77482,383
4646,77485,383
4647,77494,383
4648,77496,383
4649,77498,383
4650,77502,383
4651,77507,383
4652,77508,311
4653,77510,311
4654,77515,311
4655,77526,311
4656,77527,311
4657,77532,311
4658,77533,311
4659,77534,311
4660,77535,311
4661,77537,311
4662,77542,311
4663,77546,383
4664,77549,383
4665,77553,383
4666,77558,383
4667,77561,383
4668,77565,383
4669,77570,383
4670,77572,383
4671,77574,383
4672,77578,383
4673,77580,383
4674,77583,383
4675,77584,311
4676,77586,311
4677,77590,311
4678,77601,311
4679,77602,311
4680,77607,311
4681,77608,311
4682,77609,311
4683,77610,311
4684,77612,311
4685,77617,311
4686,77619,311
4687,77620,383
4688,77623,383
4689,77626,383
4690,77634,383
4691,77638,383
4692,77643,383
4693,77645,383
4694,77647,383
4695,77651,383
4696,77655,383
4697,77656,311
4698,77658,311
4699,77663,311
4700,77665,311
4701,77674,311
4702,77675,311
4703,77680,311
4704,77681,311
4705,77682,311
4706,77683,311
4707,77685,311
4708,77688,311
4709,77690,311
4710,77694,383
4711,77697,383
4712,77701,383
4713,77709,383
4714,77713,383
4715,77718,383
4716,77720,383
4717,77722,383
4718,77726,383
4719,77731,383
4720,77732,311
4721,77734,311
4722,77739,311
4723,77750,311
4724,77751,311
4725,77756,311
4726,77757,311
4727,77758,311
4728,77759,311
4729,77761,311
4730,77764,311
4731,77766,311
4732,77770,383
4733,77773,383
4734,77777,383
4735,77789,383
4736,77794,383
4737,77796,383
4738,77798,383
4739,77802,383
4740,77807,383
4741,77808,311
4742,77810,311
4743,77815,311
4744,77831,311
4745,77832,311
4746,77833,311
4747,77834,311
4748,77836,311
4749,77839,311
4750,77841,311
4751,77845,383
4752,77848,383
4753,77852,383
4754,77860,383
4755,77863,383
4756,77868,383
4757,77870,383
4758,77872,383
4759,77876,383
4760,77881,383
4761,77882,311
4762,77884,311
4763,77889,311
4764,77894,311
4765,77900,311
4766,77906,311
4767,77908,311
4768,77909,311
4769,77913,311
4770,77914,311
4771,77918,383
4772,77921,383
4773,77933,383
4774,77937,383
4775,77942,383
4776,77944,383
4777,77946,383
4778,77949,383
4779,77953,383
4780,77954,311
4781,77956,311
4782,77961,311
4783,77966,311
4784,77971,311
4785,77977,311
4786,77978,311
4787,77979,311
4788,77980,311
4789,77981,311
4790,77982,311
4791,77991,383
4792,77994,383
4793,78009,383
4794,78014,383
4795,78016,383
4796,78018,383
4797,78022,383
4798,78027,383
4799,78028,311
4800,78030,311
4801,78034,311
4802,78044,311
4803,78050,311
4804,78052,311
4805,78053,311
4806,78055,311
4807,78058,311
4808,78064,383
4809,78067,383
4810,78077,383
4811,78081,383
4812,78086,383
4813,78088,383
4814,78090,383
4815,78094,383
4816,78099,383
4817,78100,311
4818,78102,311
4819,78107,311
4820,78118,311
4821,78124,311
4822,78126,311
4823,78127,311
4824,78131,311
4825,78136,383
4826,78151,383
4827,78155,383
4828,78160,383
4829,78162,383
4830,78164,383
4831,78171,383
4832,78172,311
4833,78174,311
4834,78178,311
4835,78189,311
4836,78195,311
4837,78197,311
4838,78198,311
4839,78201,311
4840,78207,383
4841,78221,383
4842,78225,383
4843,78230,383
4844,78232,383
4845,78234,383
4846,78241,383
4847,78242,311
4848,78244,311
4849,78260,311
4850,78265,311
4851,78267,311
4852,78268,311
4853,78270,311
4854,78273,311
4855,78279,383
4856,78294,383
4857,78298,383
4858,78302,383
4859,78304,383
4860,78315,383
4861,78316,311
4862,78318,311
4863,78334,311
4864,78341,311
4865,78342,311
4866,78347,311
4867,78353,383
4868,78368,383
4869,78372,383
4870,78378,383
4871,78389,383
4872,78390,311
4873,78392,311
4874,78406,311
4875,78414,311
4876,78415,311
4877,78420,311
4878,78426,383
4879,78439,383
4880,78443,383
4881,78450,383
4882,78461,383
4883,78462,311
4884,78464,311
4885,78480,311
4886,78488,311
4887,78489,311
4888,78494,311
4889,78515,383
4890,78519,383
4891,78537,383
4892,78538,311
4893,78540,311
4894,78555,311
4895,78563,311
4896,78564,311
4897,78568,311
4898,78588,383
4899,78592,383
4900,78609,383
4901,78610,311
4902,78612,311
4903,78628,311
4904,78636,311
4905,78637,311
4906,78642,311
4907,78662,383
4908,78666,383
4909,78683,383
4910,78684,311
4911,78686,311
4912,78700,311
4913,78702,311
4914,78710,311
4915,78711,311
4916,78716,311
4917,78729,383
4918,78736,383
4919,78741,383
4920,78759,383
4921,78760,311
4922,78762,311
4923,78765,311
4924,78777,311
4925,78785,311
4926,78786,311
4927,78790,311
4928,78813,383
4929,78829,383
4930,78837,383
4931,78847,383
4932,78848,312
4933,78850,312
4934,78871,312
4935,78875,312
4936,78897,383
4937,78913,383
4938,78914,312
4939,78916,312
4940,78919,312
4941,78946,312
4942,78971,383
4943,78989,383
4944,78990,312
4945,78992,312
4946,79017,312
4947,79022,312
4948,79046,383
4949,79063,383
4950,79064,312
4951,79066,312
4952,79096,312
4953,79120,383
4954,79137,383
4955,79138,312
4956,79140,312
4957,79171,312
4958,79192,383
4959,79197,383
4960,79215,383
4961,79216,312
4962,79232,312
4963,79247,312
4964,79272,383
4965,79289,383
4966,79290,312
4967,79306,312
4968,79322,312
4969,79343,383
4970,79347,383
4971,79366,312
4972,79367,312
4973,79368,312
4974,79381,312
4975,79396,312
4976,79420,383
4977,79438,312
4978,79439,312
4979,79440,312
4980,79467,312
4981,79486,383
4982,79490,383
4983,79507,383
4984,79508,312
4985,79509,312
4986,79510,312
4987,79514,312
4988,79539,312
4989,79562,383
4990,79580,312
4991,79581,312
4992,79596,312
4993,79609,312
4994,79631,383
4995,79650,312
4996,79651,312
4997,79652,312
4998,79669,312
4999,79682,312
5000,79703,383
5001,79707,383
5002,79724,383
5003,79726,312
5004,79727,312
5005,79728,312
5006,79742,312
5007,79744,312
5008,79757,312
5009,79801,312
5010,79802,312
5011,79820,312
5012,79833,312
5013,79854,384
5014,79879,312
5015,79880,312
5016,79896,312
5017,79909,312
5018,79953,312
5019,79954,312
5020,79971,312
5021,79984,312
5022,80029,312
5023,80030,312
5024,80047,312
5025,80059,312
5026,80101,312
5027,80106,312
5028,80119,312
5029,80132,312
5030,80177,312
5031,80196,312
5032,80208,312
5033,80253,312
5034,80271,312
5035,80280,312
5036,80284,312
5037,80329,312
5038,80346,312
5039,80348,312
5040,80357,312
5041,80361,312
5042,80407,312
5043,80424,312
5044,80426,312
5045,80435,312
5046,80501,312
5047,80503,312
5048,80512,312
5049,80567,312
5050,80574,312
5051,80576,312
5052,80584,312
5053,80627,312
5054,80643,312
5055,80644,312
5056,80705,312
5057,80718,312
5058,80719,312
5059,80756,385
5060,80777,312
5061,80795,312
5062,80817,385
5063,80853,312
5064,80871,312
5065,80947,312
5066,81010,312
5067,81024,312
5068,81100,312
5069,81152,312
5070,81163,312
5071,81170,312
5072,81179,312
5073,81184,312
5074,81189,386
5075,81226,312
5076,81238,312
5077,81245,312
5078,81254,312
5079,81259,312
5080,81264,386
5081,81302,312
5082,81307,312
5083,81313,312
5084,81320,312
5085,81329,312
5086,81334,312
5087,81339,386
5088,81366,386
5089,81376,312
5090,81388,312
5091,81395,312
5092,81404,312
5093,81413,386
5094,81441,386
5095,81450,312
5096,81462,312
5097,81469,312
5098,81478,312
5099,81483,312
5100,81488,386
5101,81516,386
5102,81526,312
5103,81538,312
5104,81545,312
5105,81554,312
5106,81558,312
5107,81563,386
5108,81591,386
5109,81600,312
5110,81606,312
5111,81612,312
5112,81618,312
5113,81627,312
5114,81632,312
5115,81636,386
5116,81648,386
5117,81663,386
5118,81679,312
5119,81684,312
5120,81691,312
5121,81700,312
5122,81705,312
5123,81722,386
5124,81738,386
5125,81766,312
5126,81775,312
5127,81779,312
5128,81811,386
5129,81827,312
5130,81832,312
5131,81840,312
5132,81849,312
5133,81854,312
5134,81871,386
5135,81888,386
5136,81905,312
5137,81910,312
5138,81917,312
5139,81926,312
5140,81930,312
5141,81963,386
5142,81979,312
5143,81984,312
5144,81992,312
5145,82001,312
5146,82006,312
5147,82040,386
5148,82054,312
5149,82055,312
5150,82067,312
5151,82076,312
5152,82081,312
5153,82112,386
5154,82127,312
5155,82128,312
5156,82133,312
5157,82138,312
5158,82147,312
5159,82151,312
5160,82180,386
5161,82194,312
5162,82195,312
5163,82200,312
5164,82207,312
5165,82216,312
5166,82221,312
5167,82254,386
5168,82271,312
5169,82276,312
5170,82282,312
5171,82290,312
5172,82295,312
5173,82326,386
5174,82343,312
5175,82348,312
5176,82355,312
5177,82363,312
5178,82368,312
5179,82400,386
5180,82417,312
5181,82422,312
5182,82429,312
5183,82438,312
5184,82443,312
5185,82476,386
5186,82492,312
5187,82497,312
5188,82505,312
5189,82514,312
5190,82552,386
5191,82569,312
5192,82574,312
5193,82580,312
5194,82589,312
5195,82626,386
5196,82643,312
5197,82648,312
5198,82655,312
5199,82663,312
5200,82696,386
5201,82698,386
5202,82713,312
5203,82718,312
5204,82724,312
5205,82728,312
5206,82733,312
5207,82738,312
5208,82768,386
5209,82770,386
5210,82786,312
5211,82787,312
5212,82792,312
5213,82808,312
5214,82844,386
5215,82846,386
5216,82863,312
5217,82883,312
5218,82917,386
5219,82919,386
5220,82955,312
5221,82990,386
5222,82992,386
5223,83031,312
5224,83068,386
5225,83070,386
5226,83107,312
5227,83142,386
5228,83144,386
5229,83182,312
5230,83217,386
5231,83219,386
5232,83254,312
5233,83288,386
5234,83290,386
5235,83360,386
5236,83434,386
5237,83436,386
5238,83512,386
5239,83588,386
5240,83606,313
5241,83662,386
5242,83735,386
5243,83747,314
5244,83749,386
5245,83757,386
5246,83763,315
5247,83820,386
5248,83892,386
5249,83968,386
5250,84002,316
