id,id_harga_beras,id_group
1457,28350,115
1458,28379,165
1459,28418,115
1460,28419,115
1461,28451,165
1462,28495,115
1463,28496,115
1464,28526,165
1465,28568,115
1466,28569,115
1467,28640,115
1468,28672,166
1469,28715,115
1470,28747,166
1471,28788,115
1472,28789,115
1473,28815,115
1474,28858,115
1475,28859,115
1476,28885,115
1477,28888,167
1478,28944,167
1479,28971,116
1480,28972,116
1481,29010,167
1482,29037,116
1483,29079,167
1484,29107,116
1485,29147,167
1486,29175,116
1487,29200,116
1488,29203,167
1489,29243,116
1490,29311,116
1491,29338,168
1492,29404,116
1493,29408,168
1494,29450,116
1495,29456,116
1496,29459,116
1497,29522,116
1498,29529,116
1499,29553,169
1500,29624,116
1501,29628,169
1502,29701,169
1503,29765,117
1504,29780,169
1505,29834,169
1506,29846,169
1507,29876,118
1508,29902,118
1509,29906,169
1510,29977,118
1511,29994,169
1512,30052,118
1513,30142,170
1514,30215,170
1515,30283,170
1516,30611,119
1517,30655,119
1518,30679,119
1519,30723,119
1520,30748,119
1521,30792,119
1522,31451,120
1523,31758,171
1524,32027,121
1525,32164,172
1526,32649,122
1527,32714,122
1528,32776,122
1529,32847,122
1530,32916,122
1531,32985,122
1532,33055,122
1533,33129,122
1534,33199,122
1535,33266,122
1536,33334,122
1537,33398,122
1538,33447,122
1539,33463,122
1540,33529,122
1541,33592,122
1542,33658,122
1543,33723,122
1544,33791,122
1545,33862,122
1546,33929,122
1547,33985,122
1548,33997,122
1549,34020,173
1550,34067,122
1551,34138,122
1552,34161,174
1553,34209,122
1554,34281,122
1555,34305,175
1556,34334,122
1557,34352,122
1558,34401,122
1559,34474,123
1560,34497,176
1561,34518,123
1562,34543,123
1563,34554,176
1564,34588,123
1565,34615,123
1566,34658,123
1567,34685,123
1568,34695,177
1569,34730,123
1570,34756,123
1571,34757,123
1572,34781,177
1573,34802,123
1574,34829,123
1575,34830,123
1576,34851,177
1577,34872,123
1578,34897,123
1579,34898,123
1580,34940,123
1581,34967,123
1582,34978,178
1583,34991,178
1584,35014,123
1585,35042,123
1586,35043,123
1587,35053,178
1588,35068,178
1589,35090,123
1590,35116,123
1591,35117,123
1592,35140,178
1593,35162,123
1594,35186,123
1595,35187,123
1596,35253,123
1597,35261,179
1598,35275,179
1599,35318,123
1600,35319,123
1601,35328,179
1602,35360,123
1603,35387,123
1604,35396,179
1605,35410,179
1606,35430,123
1607,35454,123
1608,35455,123
1609,35523,123
1610,35524,123
1611,35531,180
1612,35545,180
1613,35564,123
1614,35588,123
1615,35589,123
1616,35597,180
1617,35628,123
1618,35653,123
1619,35654,123
1620,35675,180
1621,35676,180
1622,35698,123
1623,35726,123
1624,35727,123
1625,35751,180
1626,35774,123
1627,35802,123
1628,35803,123
1629,35823,180
1630,35825,180
1631,35846,124
1632,35874,124
1633,35875,124
1634,35885,181
1635,35900,181
1636,35922,124
1637,35949,124
1638,35950,124
1639,35960,181
1640,35974,181
1641,35996,124
1642,36021,124
1643,36022,124
1644,36030,181
1645,36042,181
1646,36062,124
1647,36087,124
1648,36088,124
1649,36108,181
1650,36130,124
1651,36157,124
1652,36158,124
1653,36168,181
1654,36182,181
1655,36204,124
1656,36232,124
1657,36233,124
1658,36257,181
1659,36280,124
1660,36287,124
1661,36307,124
1662,36308,124
1663,36332,181
1664,36354,124
1665,36362,124
1666,36382,124
1667,36383,124
1668,36393,181
1669,36408,181
1670,36430,125
1671,36438,125
1672,36456,125
1673,36457,125
1674,36466,182
1675,36500,125
1676,36507,125
1677,36528,125
1678,36529,125
1679,36553,182
1680,36576,125
1681,36603,125
1682,36604,125
1683,36628,182
1684,36650,126
1685,36677,126
1686,36678,126
1687,36701,183
1688,36724,126
1689,36748,126
1690,36790,126
1691,36797,126
1692,36815,126
1693,36816,126
1694,36823,184
1695,36854,127
1696,36858,127
1697,36879,127
1698,36880,127
1699,36899,185
1700,36927,128
1701,36947,128
1702,36948,128
1703,36972,186
1704,36996,128
1705,36998,128
1706,37016,128
1707,37023,186
1708,37058,128
1709,37059,128
1710,37078,128
1711,37127,128
1712,37129,128
1713,37148,128
1714,37149,128
1715,37202,128
1716,37203,128
1717,37204,128
1718,37223,128
1719,37224,128
1720,37247,187
1721,37276,128
1722,37277,128
1723,37278,128
1724,37296,128
1725,37346,128
1726,37347,128
1727,37348,128
1728,37367,128
1729,37368,128
1730,37378,188
1731,37392,188
1732,37420,128
1733,37421,128
1734,37422,128
1735,37442,128
1736,37443,128
1737,37464,188
1738,37466,188
1739,37494,128
1740,37495,128
1741,37496,128
1742,37513,128
1743,37514,128
1744,37524,188
1745,37536,188
1746,37538,188
1747,37565,129
1748,37566,129
1749,37567,129
1750,37575,129
1751,37586,129
1752,37596,189
1753,37609,189
1754,37636,129
1755,37637,129
1756,37638,129
1757,37658,129
1758,37677,189
1759,37679,189
1760,37707,129
1761,37708,129
1762,37709,129
1763,37740,189
1764,37753,189
1765,37785,130
1766,37786,130
1767,37787,130
1768,37859,130
1769,37860,130
1770,37861,130
1771,37889,190
1772,37919,190
1773,37929,130
1774,37930,130
1775,37931,130
1776,37959,190
1777,37986,190
1778,37996,130
1779,37997,130
1780,37998,130
1781,38008,130
1782,38058,190
1783,38071,130
1784,38072,130
1785,38073,130
1786,38136,190
1787,38148,130
1788,38149,130
1789,38203,190
1790,38214,130
1791,38215,130
1792,38216,130
1793,38226,130
1794,38246,190
1795,38278,190
1796,38289,130
1797,38291,130
1798,38316,190
1799,38328,190
1800,38343,190
1801,38354,130
1802,38395,190
1803,38412,190
1804,38423,130
1805,38425,130
1806,38433,130
1807,38463,190
1808,38466,190
1809,38478,190
1810,38491,130
1811,38493,130
1812,38503,130
1813,38536,190
1814,38541,190
1815,38554,190
1816,38567,130
1817,38569,130
1818,38578,130
1819,38612,190
1820,38630,190
1821,38642,130
1822,38643,130
1823,38644,130
1824,38653,130
1825,38673,190
1826,38703,190
1827,38716,130
1828,38726,130
1829,38734,130
1830,38744,190
1831,38756,190
1832,38772,190
1833,38785,130
1834,38787,130
1835,38796,130
1836,38817,190
1837,38830,190
1838,38848,190
1839,38860,130
1840,38861,130
1841,38862,130
1842,38871,130
1843,38888,190
1844,38900,190
1845,38916,190
1846,38926,131
1847,38927,131
1848,38936,131
1849,38968,191
1850,38986,191
1851,38998,131
1852,38999,131
1853,39000,131
1854,39010,131
1855,39041,191
1856,39059,191
1857,39071,131
1858,39072,131
1859,39073,131
1860,39082,131
1861,39100,191
1862,39112,191
1863,39129,191
1864,39140,131
1865,39141,131
